airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status
Carlos Rovirosa Pérez International Airport,Mexico,North America,2022-02-25 00:00:00,VSA,Dodi Greenhouse,Delayed
Schwerin Parchim Airport,Germany,Europe,2022-04-22 00:00:00,SZW,Emelina Hardan,Cancelled
Ciudad Acuña New International Airport,Mexico,North America,2022-09-14 00:00:00,ACN,Auria Kynan,On Time
Berlin-Tegel Airport,Germany,Europe,2022-09-18 00:00:00,TXL,Madelene Rossin,Cancelled
Langeoog Airport,Germany,Europe,2022-05-28 00:00:00,LGO,Anabal Leving,Cancelled
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-09-02 00:00:00,PSS,Jo ann Cready,Delayed
General Francisco J. Mujica International Airport,Mexico,North America,2022-02-11 00:00:00,MLM,Cleopatra Goldes,Cancelled
Villanova D'Albenga International Airport,Italy,Europe,2022-08-27 00:00:00,ALL,Aeriela Illsley,On Time
Fürstenfeldbruck Air Base,Germany,Europe,2022-09-17 00:00:00,FEL,Nomi O'Flaverty,Delayed
Helgoland-Düne Airport,Germany,Europe,2022-03-02 00:00:00,HGL,Wendel Tinklin,Delayed
Saenz Peña Airport,Argentina,South America,2022-09-30 00:00:00,SZQ,Templeton Adnams,Cancelled
Outer Skerries Airport,United Kingdom,Europe,2022-09-16 00:00:00,OUK,Bartel Orhrt,Delayed
El Bolson Airport,Argentina,South America,2022-01-03 00:00:00,EHL,Vere Blanc,Cancelled
Isla Mujeres Airport,Mexico,North America,2022-04-08 00:00:00,ISJ,Coleen Le Breton,On Time
Peretola Airport,Italy,Europe,2022-01-04 00:00:00,FLR,Sullivan McGlashan,On Time
Aachen-Merzbrück Airport,Germany,Europe,2022-07-22 00:00:00,AAH,Toni Dommett,On Time
Héroes De Malvinas Airport,Argentina,South America,2022-09-12 00:00:00,TDL,Dannie Brickett,Delayed
Aosta Airport,Italy,Europe,2022-12-13 00:00:00,AOT,Archambault Boller,On Time
Ciudad Mante National Airport,Mexico,North America,2022-06-22 00:00:00,MMC,Lorilee Arntzen,Delayed
Valcheta Airport,Argentina,South America,2022-06-04 00:00:00,VCF,Rosy Frake,On Time
Hamburg-Finkenwerder Airport,Germany,Europe,2022-09-19 00:00:00,XFW,Rees Poone,On Time
Aberdeen Dyce Airport,United Kingdom,Europe,2022-04-20 00:00:00,ABZ,Ellis McCritchie,Delayed
RAF Linton-On-Ouse,United Kingdom,Europe,2022-09-01 00:00:00,HRT,Garnet Whittlesea,Delayed
RAF Wildenrath,Germany,Europe,2022-10-05 00:00:00,WID,Shannon Puve,Cancelled
Mönchengladbach Airport,Germany,Europe,2022-10-05 00:00:00,MGL,Florence Shugg,On Time
Nordholz Naval Airbase,Germany,Europe,2022-01-18 00:00:00,FCN,Alphard MacAnespie,Delayed
Brindisi – Salento Airport,Italy,Europe,2022-04-25 00:00:00,BDS,Elysha Tulley,Cancelled
Valcheta Airport,Argentina,South America,2022-10-25 00:00:00,VCF,Aeriel Alger,On Time
Comandante Espora Airport,Argentina,South America,2022-06-17 00:00:00,BHI,Armstrong Phizackerly,On Time
Heidelberg Army Helicopter Base,Germany,Europe,2022-01-02 00:00:00,HDB,Tania Merriday,On Time
Düsseldorf Airport,Germany,Europe,2022-07-23 00:00:00,DUS,Gabriellia Dommerque,On Time
Jose De San Martin Airport,Argentina,South America,2022-04-11 00:00:00,JSM,Ulrika Gladebeck,Cancelled
RAF Honington,United Kingdom,Europe,2022-07-10 00:00:00,BEQ,Bernardina Dows,Delayed
Swansea Airport,United Kingdom,Europe,2022-08-17 00:00:00,SWS,Skell McVicar,On Time
General Rodolfo Sánchez Taboada International Airport,Mexico,North America,2022-03-10 00:00:00,MXL,Tod Baggally,On Time
Taranto-Grottaglie Marcello Arlotta Airport,Italy,Europe,2022-03-27 00:00:00,TAR,Salvador Evenett,On Time
Taranto-Grottaglie Marcello Arlotta Airport,Italy,Europe,2022-10-11 00:00:00,TAR,Sylvester Cutmore,Delayed
Wangerooge Airport,Germany,Europe,2022-10-19 00:00:00,AGE,Nonah Bodimeade,Cancelled
Charata Airport,Argentina,South America,2022-06-19 00:00:00,CNT,Urbain Tomala,Cancelled
Riesa-Göhlis Airport,Germany,Europe,2022-09-15 00:00:00,IES,Conant Delea,Delayed
London Heathrow Airport,United Kingdom,Europe,2022-12-06 00:00:00,LHR,Charline Nolin,Delayed
Neubrandenburg Airport,Germany,Europe,2022-04-18 00:00:00,FNB,Hubey Flintoff,Cancelled
Cabo F.A.A. H. R. Bordón Airport,Argentina,South America,2022-12-28 00:00:00,IGB,Abbott Gouldstone,Delayed
Abraham González International Airport,Mexico,North America,2022-03-18 00:00:00,CJS,Lynelle Balfour,On Time
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-08-01 00:00:00,MID,Ynez Carpe,On Time
Colonia Catriel Airport,Argentina,South America,2022-09-15 00:00:00,CCT,Leonie Signorelli,Delayed
London Heathrow Airport,United Kingdom,Europe,2022-09-03 00:00:00,LHR,Harold Varnes,Cancelled
Lampedusa Airport,Italy,Europe,2022-01-01 00:00:00,LMP,Garrek Stanlake,Delayed
Bragado Airport,Argentina,South America,2022-02-21 00:00:00,QRF,Goldia Kleanthous,Cancelled
Flughafen München-Riem,Germany,Europe,2022-08-15 00:00:00,MUC,Caterina De Atta,Cancelled
Cancún International Airport,Mexico,North America,2022-04-18 00:00:00,CUN,Michael MacSharry,On Time
Coll Airport,United Kingdom,Europe,2022-09-26 00:00:00,COL,Zaneta Padly,Delayed
Mercedes Airport,Argentina,South America,2022-05-19 00:00:00,MDX,Tucker Maric,Cancelled
Vicecomodoro Angel D. La Paz Aragonés Airport,Argentina,South America,2022-11-13 00:00:00,SDE,Martynne Lassells,Delayed
RAF Honington,United Kingdom,Europe,2022-04-27 00:00:00,BEQ,Donaugh Fontanet,Delayed
Glasgow Prestwick Airport,United Kingdom,Europe,2022-02-09 00:00:00,PIK,Jenelle Kwietak,Delayed
Santa Lucia Air Force Base,Mexico,North America,2022-04-14 00:00:00,NLU,Arie Milvarnie,Cancelled
El Plumerillo Airport,Argentina,South America,2022-07-25 00:00:00,MDZ,Dolph Burles,Cancelled
Coll Airport,United Kingdom,Europe,2022-10-24 00:00:00,COL,Lorraine Dunford,On Time
Wiesbaden Army Airfield,Germany,Europe,2022-06-21 00:00:00,WIE,Darice Balmforth,On Time
Palo Verde Airport,Mexico,North America,2022-03-09 00:00:00,SRL,Phil Rabbitt,Delayed
Leipzig/Halle Airport,Germany,Europe,2022-06-30 00:00:00,LEJ,Wilona Sommerlie,Delayed
Sierra Grande Airport,Argentina,South America,2022-04-23 00:00:00,SGV,Bil Butcher,Cancelled
Westray Airport,United Kingdom,Europe,2022-12-21 00:00:00,WRY,Fredrika Sciusscietto,Cancelled
Berlin-Tempelhof International Airport,Germany,Europe,2022-01-27 00:00:00,THF,Jerry Rankling,Cancelled
Junin Airport,Argentina,South America,2022-09-04 00:00:00,JNI,Flemming Craisford,Cancelled
Ravenna Airport,Italy,Europe,2022-04-05 00:00:00,RAN,Ilise Antonio,On Time
Francisco Primo de Verdad y Ramos Airport,Mexico,North America,2022-11-25 00:00:00,LOM,Douglass Mallebone,Delayed
Resistencia International Airport,Argentina,South America,2022-07-05 00:00:00,RES,Maxie McCaughey,Delayed
RAF Lyneham,United Kingdom,Europe,2022-03-04 00:00:00,LYE,Aloysia Duckerin,On Time
Exeter International Airport,United Kingdom,Europe,2022-02-25 00:00:00,EXT,Mercy Sellers,Delayed
Orán Airport,Argentina,South America,2022-09-04 00:00:00,ORA,Orton Glassborow,Cancelled
Treviso-Sant'Angelo Airport,Italy,Europe,2022-10-16 00:00:00,TSF,Sarah Hanscombe,Delayed
Oristano-Fenosu Airport,Italy,Europe,2022-05-04 00:00:00,FNU,Conni Golledge,On Time
Coventry Airport,United Kingdom,Europe,2022-10-09 00:00:00,CVT,Lennard Bourthoumieux,On Time
Memmingen Allgau Airport,Germany,Europe,2022-02-22 00:00:00,FMM,Claus Fletcher,Cancelled
Papa Westray Airport,United Kingdom,Europe,2022-07-08 00:00:00,PPW,Drusi Sproston,On Time
Lucca-Tassignano Airport,Italy,Europe,2022-12-07 00:00:00,LCV,Gaylord Ternouth,Cancelled
Isla Mujeres Airport,Mexico,North America,2022-04-24 00:00:00,ISJ,Luci Ridgers,On Time
Inverness Airport,United Kingdom,Europe,2022-04-11 00:00:00,INV,Prescott Enser,On Time
Aviano Air Base,Italy,Europe,2022-10-04 00:00:00,AVB,Nonnah Deverson,On Time
Valle del Fuerte International Airport,Mexico,North America,2022-12-06 00:00:00,LMM,Carrissa Simounet,Cancelled
Burg Feuerstein Airport,Germany,Europe,2022-10-06 00:00:00,URD,Conrad Parfitt,Cancelled
Bristol Airport,United Kingdom,Europe,2022-07-23 00:00:00,BRS,Hillary McDirmid,Cancelled
Cancún International Airport,Mexico,North America,2022-12-19 00:00:00,CUN,Lyman Goodwell,On Time
Peenemünde Airport,Germany,Europe,2022-12-13 00:00:00,PEF,Moria Sparham,Delayed
Comodoro D.R. Salomón Airport,Argentina,South America,2022-08-13 00:00:00,LGS,Vanna Muzzillo,On Time
Düsseldorf Airport,Germany,Europe,2022-09-07 00:00:00,DUS,Glynn Mariolle,Delayed
Comodoro D.R. Salomón Airport,Argentina,South America,2022-11-20 00:00:00,LGS,Garv Berr,On Time
Abreojos Airport,Mexico,North America,2022-10-31 00:00:00,AJS,Riki Blayney,On Time
Langeoog Airport,Germany,Europe,2022-05-18 00:00:00,LGO,Alanna Bracer,On Time
El Bolson Airport,Argentina,South America,2022-09-14 00:00:00,EHL,Cyril Derye-Barrett,Delayed
Genoa Cristoforo Colombo Airport,Italy,Europe,2022-09-14 00:00:00,GOA,Tobi Toll,Cancelled
Rio Mayo Airport,Argentina,South America,2022-02-20 00:00:00,ROY,Elna Wetherby,On Time
London City Airport,United Kingdom,Europe,2022-04-29 00:00:00,LCY,Tuckie Thirlwell,Cancelled
Coll Airport,United Kingdom,Europe,2022-09-09 00:00:00,COL,Trstram Bodleigh,Delayed
Abraham González International Airport,Mexico,North America,2022-03-04 00:00:00,CJS,De witt Cuardall,Cancelled
Coll Airport,United Kingdom,Europe,2022-09-18 00:00:00,COL,Clemente Flahy,Delayed
Vicenza Airport,Italy,Europe,2022-07-02 00:00:00,VIC,Kameko Gyles,Cancelled
Carlisle Airport,United Kingdom,Europe,2022-03-16 00:00:00,CAX,Lia Halvosen,On Time
RAF Lyneham,United Kingdom,Europe,2022-01-09 00:00:00,LYE,Amby Rouge,Cancelled
Playa De Oro International Airport,Mexico,North America,2022-07-13 00:00:00,ZLO,Veda MacGovern,Delayed
Celle Airport,Germany,Europe,2022-01-25 00:00:00,ZCN,Arturo Padrick,Cancelled
Cataratas Del Iguazú International Airport,Argentina,South America,2022-11-28 00:00:00,IGR,Malva Mirrlees,Cancelled
L'Aquila–Preturo Airport,Italy,Europe,2022-11-20 00:00:00,QAQ,Gal Keyworth,On Time
El Plumerillo Airport,Argentina,South America,2022-01-26 00:00:00,MDZ,Beryle Sponer,On Time
Sanday Airport,United Kingdom,Europe,2022-01-22 00:00:00,NDY,Jammie Haldon,Delayed
Alferez Armando Rodriguez Airport,Argentina,South America,2022-09-19 00:00:00,LLS,Kyla McLeoid,Cancelled
Edinburgh Airport,United Kingdom,Europe,2022-08-06 00:00:00,EDI,Randie Borris,Delayed
Wangerooge Airport,Germany,Europe,2022-08-26 00:00:00,AGE,Halsey Tiffney,Cancelled
General Rodolfo Sánchez Taboada International Airport,Mexico,North America,2022-02-21 00:00:00,MXL,Ivar Simion,On Time
RAF Mildenhall,United Kingdom,Europe,2022-12-05 00:00:00,MHZ,Kaleena Coupland,Delayed
D. Casimiro Szlapelis Airport,Argentina,South America,2022-08-06 00:00:00,ARR,Gregoire Boulds,Delayed
Punta Chivato Airport,Mexico,North America,2022-10-23 00:00:00,PCV,Brigit Di Batista,Delayed
Brescia Airport,Italy,Europe,2022-10-03 00:00:00,VBS,Mendel Oxborrow,Cancelled
Frankfurt-Hahn Airport,Germany,Europe,2022-06-17 00:00:00,HHN,Des Cohani,Delayed
Spangdahlem Air Base,Germany,Europe,2022-10-01 00:00:00,SPM,Wynn Oake,On Time
El Tajín National Airport,Mexico,North America,2022-03-21 00:00:00,PAZ,Florrie Sketcher,Cancelled
Dundee Airport,United Kingdom,Europe,2022-06-05 00:00:00,DND,Rubin Heskey,Cancelled
Bragado Airport,Argentina,South America,2022-07-28 00:00:00,QRF,Yuma Littleover,Delayed
Münster Osnabrück Airport,Germany,Europe,2022-10-17 00:00:00,FMO,Randy Douthwaite,Delayed
RAF Honington,United Kingdom,Europe,2022-02-09 00:00:00,BEQ,Collen Novichenko,Cancelled
Clorinda Airport,Argentina,South America,2022-08-10 00:00:00,CLX,Anatol Leming,On Time
Ponciano Arriaga International Airport,Mexico,North America,2022-08-29 00:00:00,SLP,Danya Catcheside,Delayed
Stornoway Airport,United Kingdom,Europe,2022-04-20 00:00:00,SYY,Fernandina Faughny,Cancelled
Lucca-Tassignano Airport,Italy,Europe,2022-08-27 00:00:00,LCV,Earl Shipp,Cancelled
Bournemouth Airport,United Kingdom,Europe,2022-02-05 00:00:00,BOH,Beatriz Hurdle,On Time
Brigadier Antonio Parodi Airport,Argentina,South America,2022-03-10 00:00:00,EQS,Damien Dietz,Delayed
General Mariano Escobedo International Airport,Mexico,North America,2022-01-16 00:00:00,MTY,Brig Kedie,Delayed
Rochester Airport,United Kingdom,Europe,2022-07-12 00:00:00,RCS,Georgeanne Pigden,On Time
Dundee Airport,United Kingdom,Europe,2022-02-20 00:00:00,DND,Tracie Hartrick,Cancelled
Saarbrücken Airport,Germany,Europe,2022-11-22 00:00:00,SCN,Gibby Watterson,Cancelled
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-01-15 00:00:00,PSS,Brantley Colhoun,Cancelled
RAF Lossiemouth,United Kingdom,Europe,2022-11-17 00:00:00,LMO,Evelyn Polsin,Cancelled
El Plumerillo Airport,Argentina,South America,2022-12-11 00:00:00,MDZ,Sarge Etherton,On Time
Gualeguaychu Airport,Argentina,South America,2022-06-25 00:00:00,GHU,Biddie McKenzie,On Time
Gobernador Horacio Guzman International Airport,Argentina,South America,2022-08-04 00:00:00,JUJ,Libby Gravatt,On Time
George Best Belfast City Airport,United Kingdom,Europe,2022-06-20 00:00:00,BHD,Lionel Trusse,On Time
Udine-Campoformido Air Base,Italy,Europe,2022-05-26 00:00:00,UDN,Ezequiel Frotton,On Time
Reconquista Airport,Argentina,South America,2022-02-19 00:00:00,RCQ,Perry Cochet,Cancelled
Olbia Costa Smeralda Airport,Italy,Europe,2022-08-31 00:00:00,OLB,Veradis Farris,Delayed
Caleta Olivia Airport,Argentina,South America,2022-06-06 00:00:00,CVI,Bartlet Bartolomeoni,Cancelled
Palenque International Airport,Mexico,North America,2022-04-16 00:00:00,PQM,Merell Lassetter,On Time
Suboficial Ay Santiago Germano Airport,Argentina,South America,2022-08-02 00:00:00,AFA,Mirella Puddin,Delayed
Parma Airport,Italy,Europe,2022-01-07 00:00:00,PMF,Dinnie Stroband,On Time
Ástor Piazzola International Airport,Argentina,South America,2022-12-10 00:00:00,MDQ,Dehlia Yellop,Cancelled
RAF Lakenheath,United Kingdom,Europe,2022-10-10 00:00:00,LKZ,Lazar Dronsfield,Delayed
Lucca-Tassignano Airport,Italy,Europe,2022-03-16 00:00:00,LCV,Joey Ambroisin,Delayed
Junin Airport,Argentina,South America,2022-03-04 00:00:00,JNI,Whit McShane,On Time
Carlisle Airport,United Kingdom,Europe,2022-05-04 00:00:00,CAX,Padgett Vanderplas,Cancelled
Frankfurt-Hahn Airport,Germany,Europe,2022-12-09 00:00:00,HHN,Bronny Perrott,Cancelled
Abreojos Airport,Mexico,North America,2022-11-10 00:00:00,AJS,Ware Woodroofe,On Time
Emden Airport,Germany,Europe,2022-07-22 00:00:00,EME,Maje Thompkins,Delayed
Alferez Armando Rodriguez Airport,Argentina,South America,2022-05-06 00:00:00,LLS,Florie Tranckle,Cancelled
Forlì Airport,Italy,Europe,2022-10-19 00:00:00,FRL,Codi Cosbee,Delayed
Norden-Norddeich Airport,Germany,Europe,2022-04-01 00:00:00,NOD,Ferne Crookshank,On Time
RAF Honington,United Kingdom,Europe,2022-09-07 00:00:00,BEQ,Berky Scatcher,Delayed
Punta Colorada Airport,Mexico,North America,2022-02-09 00:00:00,PCO,Matthew Carbett,Delayed
Frankfurt-Egelsbach Airport,Germany,Europe,2022-11-20 00:00:00,QEF,Guy Eliet,On Time
Álamos Airport,Mexico,North America,2022-03-05 00:00:00,XAL,Yul Cooksley,Delayed
Maquinchao Airport,Argentina,South America,2022-07-24 00:00:00,MQD,Evangelin Barkly,On Time
London Biggin Hill Airport,United Kingdom,Europe,2022-04-04 00:00:00,BQH,Berkly Cluckie,Cancelled
Riesa-Göhlis Airport,Germany,Europe,2022-12-12 00:00:00,IES,Minta Clitherow,Delayed
Mar de Cortés International Airport,Mexico,North America,2022-08-25 00:00:00,PPE,Cindie Wessell,On Time
St. Mary's Airport,United Kingdom,Europe,2022-05-24 00:00:00,ISC,Lynelle Nazer,On Time
Illesheim Air Base,Germany,Europe,2022-12-23 00:00:00,ILH,Leopold Bellow,On Time
Redhill Aerodrome,United Kingdom,Europe,2022-08-20 00:00:00,KRH,Gunther Sherbourne,Delayed
Dundee Airport,United Kingdom,Europe,2022-08-29 00:00:00,DND,Easter O'Brogane,Cancelled
Catamarca Airport,Argentina,South America,2022-12-29 00:00:00,CTC,Ami Hairs,On Time
RAF Wyton,United Kingdom,Europe,2022-09-06 00:00:00,QUY,Monro Witten,Delayed
Leipzig/Halle Airport,Germany,Europe,2022-12-17 00:00:00,LEJ,Nealon Thatcher,Delayed
Glasgow International Airport,United Kingdom,Europe,2022-01-24 00:00:00,GLA,Camella Ramelet,On Time
Islay Airport,United Kingdom,Europe,2022-08-09 00:00:00,ILY,Loydie Beatson,Cancelled
Sanday Airport,United Kingdom,Europe,2022-05-24 00:00:00,NDY,Dreddy Habin,Delayed
RAF Bentwaters,United Kingdom,Europe,2022-12-25 00:00:00,BWY,Meggy Stewart,Cancelled
General Ignacio P. Garcia International Airport,Mexico,North America,2022-02-18 00:00:00,HMO,Waylen Symones,Cancelled
Southampton Airport,United Kingdom,Europe,2022-01-07 00:00:00,SOU,Allistir Benedikt,Delayed
Querétaro Intercontinental Airport,Mexico,North America,2022-05-21 00:00:00,QRO,Nat Lamberts,Delayed
Monclova International Airport,Mexico,North America,2022-08-21 00:00:00,LOV,Olenolin Perrington,Delayed
RAF Waddington,United Kingdom,Europe,2022-09-28 00:00:00,WTN,Rasia Rickets,Delayed
Kiel-Holtenau Airport,Germany,Europe,2022-06-26 00:00:00,KEL,Gerta Leyden,Cancelled
Playa del Carmen Airport,Mexico,North America,2022-08-30 00:00:00,PCM,Jennilee Colles,Delayed
Penzance Heliport,United Kingdom,Europe,2022-05-29 00:00:00,PZE,Norrie Junes,On Time
Rechlin-Lärz Airport,Germany,Europe,2022-04-10 00:00:00,REB,Avivah Deely,On Time
Southampton Airport,United Kingdom,Europe,2022-12-27 00:00:00,SOU,Augustin Gavriel,Cancelled
Piedras Negras International Airport,Mexico,North America,2022-04-30 00:00:00,PDS,Tatiana Machen,Cancelled
Barrow Walney Island Airport,United Kingdom,Europe,2022-05-26 00:00:00,BWF,Helena Munson,On Time
Bachigualato Federal International Airport,Mexico,North America,2022-01-16 00:00:00,CUL,Jedediah Beacock,Cancelled
Ponciano Arriaga International Airport,Mexico,North America,2022-03-29 00:00:00,SLP,Tabor Maryott,On Time
Naples International Airport,Italy,Europe,2022-08-16 00:00:00,NAP,Wanids Fullilove,Cancelled
Penzance Heliport,United Kingdom,Europe,2022-11-30 00:00:00,PZE,Jacynth Lefeuvre,On Time
Lecce Galatina Air Base,Italy,Europe,2022-07-12 00:00:00,LCC,Gasper Smithies,Cancelled
Bahía de los Ángeles Airport,Mexico,North America,2022-10-11 00:00:00,BHL,Rickey Dingivan,Delayed
Liverpool John Lennon Airport,United Kingdom,Europe,2022-01-25 00:00:00,LPL,Kylie Steger,Delayed
Bristol Airport,United Kingdom,Europe,2022-10-22 00:00:00,BRS,Iosep Ferron,Delayed
Sunchales Aeroclub Airport,Argentina,South America,2022-08-05 00:00:00,NCJ,Bunnie Pea,On Time
Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,South America,2022-02-01 00:00:00,LUQ,Gallard Robson,Cancelled
Flugplatz Kitzingen,Germany,Europe,2022-10-07 00:00:00,KZG,Raeann Campe,Delayed
Heringsdorf Airport,Germany,Europe,2022-06-18 00:00:00,HDF,Nichol Lorking,On Time
Catamarca Airport,Argentina,South America,2022-10-31 00:00:00,CTC,Tiebout Trimmell,On Time
Cardiff International Airport,United Kingdom,Europe,2022-01-22 00:00:00,CWL,Merrily Newlands,On Time
St. Mary's Airport,United Kingdom,Europe,2022-10-03 00:00:00,ISC,Livvyy Fochs,Cancelled
Cologne Bonn Airport,Germany,Europe,2022-05-07 00:00:00,CGN,Caresse Kersey,Cancelled
Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,South America,2022-12-16 00:00:00,LUQ,Gerri Pietersma,Cancelled
Gobernador Castello Airport,Argentina,South America,2022-08-15 00:00:00,VDM,Debbi Banger,On Time
Warton Airport,United Kingdom,Europe,2022-09-03 00:00:00,WRT,Bonnie Ondrousek,Cancelled
Capitan V A Almonacid Airport,Argentina,South America,2022-01-11 00:00:00,IRJ,Ricky McKue,Cancelled
St. Mary's Airport,United Kingdom,Europe,2022-05-30 00:00:00,ISC,Cassey Seddon,Delayed
Cottbus-Drewitz Airport,Germany,Europe,2022-09-13 00:00:00,CBU,Fairfax Rodda,Delayed
Curuzu Cuatia Airport,Argentina,South America,2022-11-01 00:00:00,UZU,Andre Haxbie,Delayed
Piedras Negras International Airport,Mexico,North America,2022-10-31 00:00:00,PDS,Vanya Warnock,On Time
Ciudad Mante National Airport,Mexico,North America,2022-03-20 00:00:00,MMC,Mitchel Tunnacliffe,Cancelled
Ciudad del Carmen International Airport,Mexico,North America,2022-07-28 00:00:00,CME,Lucia Lough,Cancelled
Westerland Sylt Airport,Germany,Europe,2022-05-28 00:00:00,GWT,Deonne Diggles,Cancelled
Celle Airport,Germany,Europe,2022-07-09 00:00:00,ZCN,Roarke Lillee,On Time
Ingeniero Alberto Acuña Ongay International Airport,Mexico,North America,2022-11-18 00:00:00,CPE,Ebba Livard,On Time
Ceres Airport,Argentina,South America,2022-12-05 00:00:00,CRR,Adolphe Flooks,On Time
Palenque International Airport,Mexico,North America,2022-05-30 00:00:00,PQM,Dene Readwin,Cancelled
RAF Akrotiri,United Kingdom,Europe,2022-05-28 00:00:00,AKT,Ardisj Kisbee,On Time
