airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status,germany_latitude,germany_longitude,argentina_latitude,argentina_longitude,mexico_latitude,mexico_longitude,uk_latitude,uk_longitude,italy_latitude,italy_longitude
Resistencia International Airport,Argentina,South America,2022-07-05 00:00:00,RES,Maxie McCaughey,Delayed,,,-27.449800,-59.056100,,,,,,
RAF Lyneham,United Kingdom,Europe,2022-03-04 00:00:00,LYE,Aloysia Duckerin,On Time,,,,,,,51.505100,-1.993400,,
Exeter International Airport,United Kingdom,Europe,2022-02-25 00:00:00,EXT,Mercy Sellers,Delayed,,,,,,,50.734400,-3.413900,,
Orán Airport,Argentina,South America,2022-09-04 00:00:00,ORA,Orton Glassborow,Cancelled,,,-23.152800,-64.329400,,,,,,
Treviso-Sant'Angelo Airport,Italy,Europe,2022-10-16 00:00:00,TSF,Sarah Hanscombe,Delayed,,,,,,,,,45.648400,12.194400
Oristano-Fenosu Airport,Italy,Europe,2022-05-04 00:00:00,FNU,Conni Golledge,On Time,,,,,,,,,39.895308,8.638300
Coventry Airport,United Kingdom,Europe,2022-10-09 00:00:00,CVT,Lennard Bourthoumieux,On Time,,,,,,,52.369700,-1.479700,,
Memmingen Allgau Airport,Germany,Europe,2022-02-22 00:00:00,FMM,Claus Fletcher,Cancelled,47.988800,10.239500,,,,,,,,
Papa Westray Airport,United Kingdom,Europe,2022-07-08 00:00:00,PPW,Drusi Sproston,On Time,,,,,,,59.353000,-2.900300,,
Lucca-Tassignano Airport,Italy,Europe,2022-12-07 00:00:00,LCV,Gaylord Ternouth,Cancelled,,,,,,,,,43.837900,10.573100
Isla Mujeres Airport,Mexico,North America,2022-04-24 00:00:00,ISJ,Luci Ridgers,On Time,,,,,21.245000,-86.739800,,,,
Inverness Airport,United Kingdom,Europe,2022-04-11 00:00:00,INV,Prescott Enser,On Time,,,,,,,57.542500,-4.047500,,
Aviano Air Base,Italy,Europe,2022-10-04 00:00:00,AVB,Nonnah Deverson,On Time,,,,,,,,,46.031900,12.596500
Valle del Fuerte International Airport,Mexico,North America,2022-12-06 00:00:00,LMM,Carrissa Simounet,Cancelled,,,,,25.685200,-109.081400,,,,
Burg Feuerstein Airport,Germany,Europe,2022-10-06 00:00:00,URD,Conrad Parfitt,Cancelled,49.793600,11.133100,,,,,,,,
Bristol Airport,United Kingdom,Europe,2022-07-23 00:00:00,BRS,Hillary McDirmid,Cancelled,,,,,,,51.382700,-2.719100,,
Cancún International Airport,Mexico,North America,2022-12-19 00:00:00,CUN,Lyman Goodwell,On Time,,,,,21.036500,-86.877100,,,,
Peenemünde Airport,Germany,Europe,2022-12-13 00:00:00,PEF,Moria Sparham,Delayed,54.158300,13.767200,,,,,,,,
Comodoro D.R. Salomón Airport,Argentina,South America,2022-08-13 00:00:00,LGS,Vanna Muzzillo,On Time,,,-35.493300,-69.574200,,,,,,
Düsseldorf Airport,Germany,Europe,2022-09-07 00:00:00,DUS,Glynn Mariolle,Delayed,51.289500,6.766800,,,,,,,,
Comodoro D.R. Salomón Airport,Argentina,South America,2022-11-20 00:00:00,LGS,Garv Berr,On Time,,,-35.493300,-69.574200,,,,,,
Abreojos Airport,Mexico,North America,2022-10-31 00:00:00,AJS,Riki Blayney,On Time,,,,,26.711700,-113.911600,,,,
Langeoog Airport,Germany,Europe,2022-05-18 00:00:00,LGO,Alanna Bracer,On Time,53.742600,7.497500,,,,,,,,
El Bolson Airport,Argentina,South America,2022-09-14 00:00:00,EHL,Cyril Derye-Barrett,Delayed,,,-41.943200,-71.532300,,,,,,
Genoa Cristoforo Colombo Airport,Italy,Europe,2022-09-14 00:00:00,GOA,Tobi Toll,Cancelled,,,,,,,,,44.413300,8.837600
Rio Mayo Airport,Argentina,South America,2022-02-20 00:00:00,ROY,Elna Wetherby,On Time,,,-45.703300,-70.247300,,,,,,
London City Airport,United Kingdom,Europe,2022-04-29 00:00:00,LCY,Tuckie Thirlwell,Cancelled,,,,,,,51.505300,0.055300,,
Coll Airport,United Kingdom,Europe,2022-09-09 00:00:00,COL,Trstram Bodleigh,Delayed,,,,,,,56.634100,-6.619200,,
Abraham González International Airport,Mexico,North America,2022-03-04 00:00:00,CJS,De witt Cuardall,Cancelled,,,,,,,,,,
Coll Airport,United Kingdom,Europe,2022-09-18 00:00:00,COL,Clemente Flahy,Delayed,,,,,,,56.634100,-6.619200,,
Vicenza Airport,Italy,Europe,2022-07-02 00:00:00,VIC,Kameko Gyles,Cancelled,,,,,,,,,45.572500,11.529500
Carlisle Airport,United Kingdom,Europe,2022-03-16 00:00:00,CAX,Lia Halvosen,On Time,,,,,,,54.937500,-2.809200,,
RAF Lyneham,United Kingdom,Europe,2022-01-09 00:00:00,LYE,Amby Rouge,Cancelled,,,,,,,51.505100,-1.993400,,
Playa De Oro International Airport,Mexico,North America,2022-07-13 00:00:00,ZLO,Veda MacGovern,Delayed,,,,,19.144800,-104.558600,,,,
Celle Airport,Germany,Europe,2022-01-25 00:00:00,ZCN,Arturo Padrick,Cancelled,52.591200,10.022100,,,,,,,,
Cataratas Del Iguazú International Airport,Argentina,South America,2022-11-28 00:00:00,IGR,Malva Mirrlees,Cancelled,,,-25.737300,-54.473400,,,,,,
L'Aquila–Preturo Airport,Italy,Europe,2022-11-20 00:00:00,QAQ,Gal Keyworth,On Time,,,,,,,,,41.245200,9.407300
El Plumerillo Airport,Argentina,South America,2022-01-26 00:00:00,MDZ,Beryle Sponer,On Time,,,-32.831700,-68.792900,,,,,,
Sanday Airport,United Kingdom,Europe,2022-01-22 00:00:00,NDY,Jammie Haldon,Delayed,,,,,,,59.250000,-2.576700,,
Alferez Armando Rodriguez Airport,Argentina,South America,2022-09-19 00:00:00,LLS,Kyla McLeoid,Cancelled,,,-24.721100,-60.548800,,,,,,
Edinburgh Airport,United Kingdom,Europe,2022-08-06 00:00:00,EDI,Randie Borris,Delayed,,,,,,,55.950800,-3.361500,,
Wangerooge Airport,Germany,Europe,2022-08-26 00:00:00,AGE,Halsey Tiffney,Cancelled,53.782800,7.913300,,,,,,,,
General Rodolfo Sánchez Taboada International Airport,Mexico,North America,2022-02-21 00:00:00,MXL,Ivar Simion,On Time,,,,,32.630600,-115.241900,,,,
RAF Mildenhall,United Kingdom,Europe,2022-12-05 00:00:00,MHZ,Kaleena Coupland,Delayed,,,,,,,52.361900,0.486400,,
D. Casimiro Szlapelis Airport,Argentina,South America,2022-08-06 00:00:00,ARR,Gregoire Boulds,Delayed,,,-45.013800,-70.812200,,,,,,
Punta Chivato Airport,Mexico,North America,2022-10-23 00:00:00,PCV,Brigit Di Batista,Delayed,,,,,26.996700,-111.848300,,,,
Brescia Airport,Italy,Europe,2022-10-03 00:00:00,VBS,Mendel Oxborrow,Cancelled,,,,,,,,,45.428900,10.330600
Frankfurt-Hahn Airport,Germany,Europe,2022-06-17 00:00:00,HHN,Des Cohani,Delayed,49.948700,7.263900,,,,,,,,
Spangdahlem Air Base,Germany,Europe,2022-10-01 00:00:00,SPM,Wynn Oake,On Time,49.972600,6.692500,,,,,,,,
El Tajín National Airport,Mexico,North America,2022-03-21 00:00:00,PAZ,Florrie Sketcher,Cancelled,,,,,20.602700,-97.460800,,,,
Dundee Airport,United Kingdom,Europe,2022-06-05 00:00:00,DND,Rubin Heskey,Cancelled,,,,,,,56.452500,-3.025800,,
Bragado Airport,Argentina,South America,2022-07-28 00:00:00,QRF,Yuma Littleover,Delayed,,,-34.729400,-58.263100,,,,,,
Münster Osnabrück Airport,Germany,Europe,2022-10-17 00:00:00,FMO,Randy Douthwaite,Delayed,52.134600,7.684800,,,,,,,,
RAF Honington,United Kingdom,Europe,2022-02-09 00:00:00,BEQ,Collen Novichenko,Cancelled,,,,,,,52.342600,0.772900,,
Clorinda Airport,Argentina,South America,2022-08-10 00:00:00,CLX,Anatol Leming,On Time,,,-25.296900,-57.722500,,,,,,
Ponciano Arriaga International Airport,Mexico,North America,2022-08-29 00:00:00,SLP,Danya Catcheside,Delayed,,,,,22.254300,-100.930800,,,,
Stornoway Airport,United Kingdom,Europe,2022-04-20 00:00:00,SYY,Fernandina Faughny,Cancelled,,,,,,,58.215600,-6.331100,,
Lucca-Tassignano Airport,Italy,Europe,2022-08-27 00:00:00,LCV,Earl Shipp,Cancelled,,,,,,,,,43.837900,10.573100
Bournemouth Airport,United Kingdom,Europe,2022-02-05 00:00:00,BOH,Beatriz Hurdle,On Time,,,,,,,50.780000,-1.842500,,
Brigadier Antonio Parodi Airport,Argentina,South America,2022-03-10 00:00:00,EQS,Damien Dietz,Delayed,,,-42.907200,-71.139500,,,,,,
General Mariano Escobedo International Airport,Mexico,North America,2022-01-16 00:00:00,MTY,Brig Kedie,Delayed,,,,,25.778500,-100.107000,,,,
Rochester Airport,United Kingdom,Europe,2022-07-12 00:00:00,RCS,Georgeanne Pigden,On Time,,,,,,,51.352000,0.502000,,
Dundee Airport,United Kingdom,Europe,2022-02-20 00:00:00,DND,Tracie Hartrick,Cancelled,,,,,,,56.452500,-3.025800,,
Saarbrücken Airport,Germany,Europe,2022-11-22 00:00:00,SCN,Gibby Watterson,Cancelled,49.214600,7.109500,,,,,,,,
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-01-15 00:00:00,PSS,Brantley Colhoun,Cancelled,,,-27.385800,-55.970700,,,,,,
RAF Lossiemouth,United Kingdom,Europe,2022-11-17 00:00:00,LMO,Evelyn Polsin,Cancelled,,,,,,,57.705200,-3.339200,,
El Plumerillo Airport,Argentina,South America,2022-12-11 00:00:00,MDZ,Sarge Etherton,On Time,,,-32.831700,-68.792900,,,,,,
Gualeguaychu Airport,Argentina,South America,2022-06-25 00:00:00,GHU,Biddie McKenzie,On Time,,,-33.010300,-58.613100,,,,,,
Gobernador Horacio Guzman International Airport,Argentina,South America,2022-08-04 00:00:00,JUJ,Libby Gravatt,On Time,,,-24.392800,-65.097800,,,,,,
George Best Belfast City Airport,United Kingdom,Europe,2022-06-20 00:00:00,BHD,Lionel Trusse,On Time,,,,,,,54.618100,-5.872500,,
Udine-Campoformido Air Base,Italy,Europe,2022-05-26 00:00:00,UDN,Ezequiel Frotton,On Time,,,,,,,,,46.029700,13.183600
Reconquista Airport,Argentina,South America,2022-02-19 00:00:00,RCQ,Perry Cochet,Cancelled,,,-29.210300,-59.680000,,,,,,
Olbia Costa Smeralda Airport,Italy,Europe,2022-08-31 00:00:00,OLB,Veradis Farris,Delayed,,,,,,,,,40.898700,9.517600
Caleta Olivia Airport,Argentina,South America,2022-06-06 00:00:00,CVI,Bartlet Bartolomeoni,Cancelled,,,-46.433300,-67.500000,,,,,,
Palenque International Airport,Mexico,North America,2022-04-16 00:00:00,PQM,Merell Lassetter,On Time,,,,,,,,,,
Suboficial Ay Santiago Germano Airport,Argentina,South America,2022-08-02 00:00:00,AFA,Mirella Puddin,Delayed,,,-34.588200,-68.403900,,,,,,
Parma Airport,Italy,Europe,2022-01-07 00:00:00,PMF,Dinnie Stroband,On Time,,,,,,,,,44.824500,10.296400
Ástor Piazzola International Airport,Argentina,South America,2022-12-10 00:00:00,MDQ,Dehlia Yellop,Cancelled,,,-37.934200,-57.573300,,,,,,
RAF Lakenheath,United Kingdom,Europe,2022-10-10 00:00:00,LKZ,Lazar Dronsfield,Delayed,,,,,,,52.409300,0.561000,,
Lucca-Tassignano Airport,Italy,Europe,2022-03-16 00:00:00,LCV,Joey Ambroisin,Delayed,,,,,,,,,43.837900,10.573100
Junin Airport,Argentina,South America,2022-03-04 00:00:00,JNI,Whit McShane,On Time,,,-34.545900,-60.930600,,,,,,
Carlisle Airport,United Kingdom,Europe,2022-05-04 00:00:00,CAX,Padgett Vanderplas,Cancelled,,,,,,,54.937500,-2.809200,,
Frankfurt-Hahn Airport,Germany,Europe,2022-12-09 00:00:00,HHN,Bronny Perrott,Cancelled,49.948700,7.263900,,,,,,,,
Abreojos Airport,Mexico,North America,2022-11-10 00:00:00,AJS,Ware Woodroofe,On Time,,,,,26.711700,-113.911600,,,,
Emden Airport,Germany,Europe,2022-07-22 00:00:00,EME,Maje Thompkins,Delayed,53.391300,7.227400,,,,,,,,
Alferez Armando Rodriguez Airport,Argentina,South America,2022-05-06 00:00:00,LLS,Florie Tranckle,Cancelled,,,-24.721100,-60.548800,,,,,,
Forlì Airport,Italy,Europe,2022-10-19 00:00:00,FRL,Codi Cosbee,Delayed,,,,,,,,,44.194800,12.070100
Norden-Norddeich Airport,Germany,Europe,2022-04-01 00:00:00,NOD,Ferne Crookshank,On Time,53.706900,7.230300,,,,,,,,
RAF Honington,United Kingdom,Europe,2022-09-07 00:00:00,BEQ,Berky Scatcher,Delayed,,,,,,,52.342600,0.772900,,
Punta Colorada Airport,Mexico,North America,2022-02-09 00:00:00,PCO,Matthew Carbett,Delayed,,,,,23.443400,-109.131200,,,,
Frankfurt-Egelsbach Airport,Germany,Europe,2022-11-20 00:00:00,QEF,Guy Eliet,On Time,49.960800,8.641500,,,,,,,,
Álamos Airport,Mexico,North America,2022-03-05 00:00:00,XAL,Yul Cooksley,Delayed,,,,,21.419500,-97.791600,,,,
Maquinchao Airport,Argentina,South America,2022-07-24 00:00:00,MQD,Evangelin Barkly,On Time,,,-41.249400,-68.752200,,,,,,
London Biggin Hill Airport,United Kingdom,Europe,2022-04-04 00:00:00,BQH,Berkly Cluckie,Cancelled,,,,,,,51.330800,0.032500,,
Riesa-Göhlis Airport,Germany,Europe,2022-12-12 00:00:00,IES,Minta Clitherow,Delayed,51.293600,13.356100,,,,,,,,
Mar de Cortés International Airport,Mexico,North America,2022-08-25 00:00:00,PPE,Cindie Wessell,On Time,,,,,31.351000,-113.525700,,,,
St. Mary's Airport,United Kingdom,Europe,2022-05-24 00:00:00,ISC,Lynelle Nazer,On Time,,,,,,,49.913300,-6.291700,,
Illesheim Air Base,Germany,Europe,2022-12-23 00:00:00,ILH,Leopold Bellow,On Time,49.545300,10.110600,,,,,,,,
Redhill Aerodrome,United Kingdom,Europe,2022-08-20 00:00:00,KRH,Gunther Sherbourne,Delayed,,,,,,,51.213500,-0.138800,,
Dundee Airport,United Kingdom,Europe,2022-08-29 00:00:00,DND,Easter O'Brogane,Cancelled,,,,,,,56.452500,-3.025800,,
Catamarca Airport,Argentina,South America,2022-12-29 00:00:00,CTC,Ami Hairs,On Time,,,-28.593200,-65.751700,,,,,,
RAF Wyton,United Kingdom,Europe,2022-09-06 00:00:00,QUY,Monro Witten,Delayed,,,,,,,52.357200,-0.107800,,
Leipzig/Halle Airport,Germany,Europe,2022-12-17 00:00:00,LEJ,Nealon Thatcher,Delayed,51.423900,12.236400,,,,,,,,
Glasgow International Airport,United Kingdom,Europe,2022-01-24 00:00:00,GLA,Camella Ramelet,On Time,,,,,,,55.871900,-4.433100,,
Islay Airport,United Kingdom,Europe,2022-08-09 00:00:00,ILY,Loydie Beatson,Cancelled,,,,,,,55.681900,-6.256700,,
Sanday Airport,United Kingdom,Europe,2022-05-24 00:00:00,NDY,Dreddy Habin,Delayed,,,,,,,59.250000,-2.576700,,
RAF Bentwaters,United Kingdom,Europe,2022-12-25 00:00:00,BWY,Meggy Stewart,Cancelled,,,,,,,52.130700,1.430500,,
General Ignacio P. Garcia International Airport,Mexico,North America,2022-02-18 00:00:00,HMO,Waylen Symones,Cancelled,,,,,29.095900,-111.047900,,,,
Southampton Airport,United Kingdom,Europe,2022-01-07 00:00:00,SOU,Allistir Benedikt,Delayed,,,,,,,50.950300,-1.356800,,
Querétaro Intercontinental Airport,Mexico,North America,2022-05-21 00:00:00,QRO,Nat Lamberts,Delayed,,,,,,,,,,
Monclova International Airport,Mexico,North America,2022-08-21 00:00:00,LOV,Olenolin Perrington,Delayed,,,,,26.955600,-101.470100,,,,
RAF Waddington,United Kingdom,Europe,2022-09-28 00:00:00,WTN,Rasia Rickets,Delayed,,,,,,,53.166200,-0.523800,,
Kiel-Holtenau Airport,Germany,Europe,2022-06-26 00:00:00,KEL,Gerta Leyden,Cancelled,54.379500,10.145200,,,,,,,,
Playa del Carmen Airport,Mexico,North America,2022-08-30 00:00:00,PCM,Jennilee Colles,Delayed,,,,,20.622100,-87.082000,,,,
Penzance Heliport,United Kingdom,Europe,2022-05-29 00:00:00,PZE,Norrie Junes,On Time,,,,,,,50.117000,-5.516000,,
Rechlin-Lärz Airport,Germany,Europe,2022-04-10 00:00:00,REB,Avivah Deely,On Time,53.306400,12.753100,,,,,,,,
Southampton Airport,United Kingdom,Europe,2022-12-27 00:00:00,SOU,Augustin Gavriel,Cancelled,,,,,,,50.950300,-1.356800,,
Piedras Negras International Airport,Mexico,North America,2022-04-30 00:00:00,PDS,Tatiana Machen,Cancelled,,,,,28.627400,-100.535200,,,,
Barrow Walney Island Airport,United Kingdom,Europe,2022-05-26 00:00:00,BWF,Helena Munson,On Time,,,,,,,54.131200,-3.263600,,
Bachigualato Federal International Airport,Mexico,North America,2022-01-16 00:00:00,CUL,Jedediah Beacock,Cancelled,,,,,24.764500,-107.474700,,,,
Ponciano Arriaga International Airport,Mexico,North America,2022-03-29 00:00:00,SLP,Tabor Maryott,On Time,,,,,22.254300,-100.930800,,,,
Naples International Airport,Italy,Europe,2022-08-16 00:00:00,NAP,Wanids Fullilove,Cancelled,,,,,,,,,40.886000,14.290800
Penzance Heliport,United Kingdom,Europe,2022-11-30 00:00:00,PZE,Jacynth Lefeuvre,On Time,,,,,,,50.117000,-5.516000,,
Lecce Galatina Air Base,Italy,Europe,2022-07-12 00:00:00,LCC,Gasper Smithies,Cancelled,,,,,,,,,40.239500,18.133300
Bahía de los Ángeles Airport,Mexico,North America,2022-10-11 00:00:00,BHL,Rickey Dingivan,Delayed,,,,,28.967800,-113.562000,,,,
Liverpool John Lennon Airport,United Kingdom,Europe,2022-01-25 00:00:00,LPL,Kylie Steger,Delayed,,,,,,,53.333600,-2.849700,,
Bristol Airport,United Kingdom,Europe,2022-10-22 00:00:00,BRS,Iosep Ferron,Delayed,,,,,,,51.382700,-2.719100,,
Sunchales Aeroclub Airport,Argentina,South America,2022-08-05 00:00:00,NCJ,Bunnie Pea,On Time,,,-30.892500,-61.896900,,,,,,
Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,South America,2022-02-01 00:00:00,LUQ,Gallard Robson,Cancelled,,,-33.273200,-66.356400,,,,,,
Flugplatz Kitzingen,Germany,Europe,2022-10-07 00:00:00,KZG,Raeann Campe,Delayed,49.743100,10.200500,,,,,,,,
Heringsdorf Airport,Germany,Europe,2022-06-18 00:00:00,HDF,Nichol Lorking,On Time,53.878700,14.152300,,,,,,,,
Catamarca Airport,Argentina,South America,2022-10-31 00:00:00,CTC,Tiebout Trimmell,On Time,,,-28.593200,-65.751700,,,,,,
Cardiff International Airport,United Kingdom,Europe,2022-01-22 00:00:00,CWL,Merrily Newlands,On Time,,,,,,,51.396700,-3.343300,,
St. Mary's Airport,United Kingdom,Europe,2022-10-03 00:00:00,ISC,Livvyy Fochs,Cancelled,,,,,,,49.913300,-6.291700,,
Cologne Bonn Airport,Germany,Europe,2022-05-07 00:00:00,CGN,Caresse Kersey,Cancelled,50.865900,7.142700,,,,,,,,
Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,South America,2022-12-16 00:00:00,LUQ,Gerri Pietersma,Cancelled,,,-33.273200,-66.356400,,,,,,
Gobernador Castello Airport,Argentina,South America,2022-08-15 00:00:00,VDM,Debbi Banger,On Time,,,-40.869200,-63.000400,,,,,,
Warton Airport,United Kingdom,Europe,2022-09-03 00:00:00,WRT,Bonnie Ondrousek,Cancelled,,,,,,,59.350300,-2.950000,,
Capitan V A Almonacid Airport,Argentina,South America,2022-01-11 00:00:00,IRJ,Ricky McKue,Cancelled,,,-29.381600,-66.795800,,,,,,
St. Mary's Airport,United Kingdom,Europe,2022-05-30 00:00:00,ISC,Cassey Seddon,Delayed,,,,,,,49.913300,-6.291700,,
Cottbus-Drewitz Airport,Germany,Europe,2022-09-13 00:00:00,CBU,Fairfax Rodda,Delayed,51.889400,14.531900,,,,,,,,
Curuzu Cuatia Airport,Argentina,South America,2022-11-01 00:00:00,UZU,Andre Haxbie,Delayed,,,-29.770600,-58.281900,,,,,,
Piedras Negras International Airport,Mexico,North America,2022-10-31 00:00:00,PDS,Vanya Warnock,On Time,,,,,28.627400,-100.535200,,,,
Ciudad Mante National Airport,Mexico,North America,2022-03-20 00:00:00,MMC,Mitchel Tunnacliffe,Cancelled,,,,,22.768900,-99.001200,,,,
Ciudad del Carmen International Airport,Mexico,North America,2022-07-28 00:00:00,CME,Lucia Lough,Cancelled,,,,,18.653700,-91.799000,,,,
Westerland Sylt Airport,Germany,Europe,2022-05-28 00:00:00,GWT,Deonne Diggles,Cancelled,54.913200,8.340500,,,,,,,,
Celle Airport,Germany,Europe,2022-07-09 00:00:00,ZCN,Roarke Lillee,On Time,52.591200,10.022100,,,,,,,,
Ingeniero Alberto Acuña Ongay International Airport,Mexico,North America,2022-11-18 00:00:00,CPE,Ebba Livard,On Time,,,,,19.816800,-90.500300,,,,
Ceres Airport,Argentina,South America,2022-12-05 00:00:00,CRR,Adolphe Flooks,On Time,,,-29.896500,-61.862600,,,,,,
Palenque International Airport,Mexico,North America,2022-05-30 00:00:00,PQM,Dene Readwin,Cancelled,,,,,,,,,,
RAF Akrotiri,United Kingdom,Europe,2022-05-28 00:00:00,AKT,Ardisj Kisbee,On Time,,,,,,,34.590400,32.987900,,
Tres Arroyos Airport,Argentina,South America,2022-08-29 00:00:00,OYO,Vivyan Mansbridge,Delayed,,,-38.386900,-60.329700,,,,,,
Licenciado Gustavo Díaz Ordaz International Airport,Mexico,North America,2022-01-29 00:00:00,PVR,Anet Mattys,Delayed,,,,,20.680100,-105.254200,,,,
Norwich International Airport,United Kingdom,Europe,2022-02-08 00:00:00,NWI,Odilia Hartell,On Time,,,,,,,52.675800,1.282800,,
Foula Airfield,United Kingdom,Europe,2022-06-03 00:00:00,FOA,Meredith Miroy,Cancelled,,,,,,,60.138900,-2.082200,,
Gualeguaychu Airport,Argentina,South America,2022-07-07 00:00:00,GHU,Onofredo Kingsly,Delayed,,,-33.010300,-58.613100,,,,,,
Francisco Sarabia International Airport,Mexico,North America,2022-08-02 00:00:00,TRC,Marley Danser,Cancelled,,,,,25.568300,-103.410600,,,,
Del Bajío International Airport,Mexico,North America,2022-05-18 00:00:00,BJX,Cordie Houlson,Cancelled,,,,,20.993500,-101.481000,,,,
Latina Air Base,Italy,Europe,2022-09-03 00:00:00,QLT,Caye Burmaster,Delayed,,,,,,,,,41.542400,12.909000
Munich Airport,Germany,Europe,2022-10-08 00:00:00,MUC,Benedicta Casin,Cancelled,48.353800,11.786100,,,,,,,,
Barrow Walney Island Airport,United Kingdom,Europe,2022-10-16 00:00:00,BWF,Ashlin Hartly,Cancelled,,,,,,,54.131200,-3.263600,,
Ixtepec Airport,Mexico,North America,2022-08-11 00:00:00,IZT,Jacquelyn Ledstone,Cancelled,,,,,16.449300,-95.093700,,,,
Altenburg-Nobitz Airport,Germany,Europe,2022-02-05 00:00:00,AOC,Bentlee Pearle,On Time,50.981800,12.506400,,,,,,,,
Padova Airport,Italy,Europe,2022-04-04 00:00:00,QPA,Hillery Coltherd,Cancelled,,,,,,,,,45.395700,11.847900
Brigadier Antonio Parodi Airport,Argentina,South America,2022-01-08 00:00:00,EQS,Timmy Pevreal,On Time,,,-42.907200,-71.139500,,,,,,
Playa del Carmen Airport,Mexico,North America,2022-02-23 00:00:00,PCM,Andros Adamczewski,Delayed,,,,,20.622100,-87.082000,,,,
George Best Belfast City Airport,United Kingdom,Europe,2022-03-30 00:00:00,BHD,Alastair Stubbs,Cancelled,,,,,,,54.618100,-5.872500,,
Benbecula Airport,United Kingdom,Europe,2022-02-07 00:00:00,BEB,Siouxie Scholling,On Time,,,,,,,57.481100,-7.362800,,
Curuzu Cuatia Airport,Argentina,South America,2022-11-05 00:00:00,UZU,Cammy Heardman,Cancelled,,,-29.770600,-58.281900,,,,,,
Saarbrücken Airport,Germany,Europe,2022-01-26 00:00:00,SCN,Gay Yeats,Cancelled,49.214600,7.109500,,,,,,,,
RAF Lakenheath,United Kingdom,Europe,2022-08-04 00:00:00,LKZ,Godard Lanning,On Time,,,,,,,52.409300,0.561000,,
Cottbus-Drewitz Airport,Germany,Europe,2022-03-24 00:00:00,CBU,Gregg McMechan,Delayed,51.889400,14.531900,,,,,,,,
North Ronaldsay Airport,United Kingdom,Europe,2022-09-18 00:00:00,NRL,Gypsy Jumonet,On Time,,,,,,,59.367500,-2.434400,,
RAF Linton-On-Ouse,United Kingdom,Europe,2022-02-28 00:00:00,HRT,Clemmie Stickells,Cancelled,,,,,,,54.048900,-1.252800,,
Cabo F.A.A. H. R. Bordón Airport,Argentina,South America,2022-08-21 00:00:00,IGB,Carie Willmett,Cancelled,,,-24.185800,-65.044700,,,,,,
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-06-13 00:00:00,CUU,Jaimie Dykas,Delayed,,,,,28.702900,-105.964600,,,,
Siegerland Airport,Germany,Europe,2022-09-26 00:00:00,SGE,Mariska Mapletoft,Cancelled,50.707700,8.082900,,,,,,,,
